label,tweet
fear,kemaren2 sih pernh ngeplay video ya itu.. takut tidur.yg terakhir. btw semoga salah pilih voting selanjutnya.
fear,nyeberang pelican crossing deket up ngeri motor mobil susah ngalah
fear,kali liat langsung penampakan ini. lupa seumur hidup! ternyata.. sejarahnya mengerikan. heran orang lihat kaya akupun lihat. cobain deh kesana gih..
happy,"#pacaranjamandulu jadian langsung ganti status facebook ""berpacaran dengan..."", putus langsung ganti status facebook ""lajang"""
happy,"alhamdulillah izinkan alloh swt berjamaah dzuhur disini.. unik mesjid seribu tiang ini, penyangganya tiang.. dinding.. subhanalloh.."
sadness,"ya ugm.cantik ugm.tampan ugm.juara ugm.berprestasi? fisik tuhan, prestasi diusahakan #protesdewe"
anger,gilsssss pegawai distasiun parung pelayanannya ramah ngetssss duh maaf mbaknya mood kerja ya? bertengkar cwonya? akuuu ajaaaa nada tengok
happy,"mendengar adzan maghrib, panpel persija vs persebaya kemarin membatalkan pertandingan #recehkantwiter #recehkanpssi #recehkansepakbola"
anger,fisik? cari? mati ganteng ganteng muka pacar lu? #menyedihkan nasib
happy,"lantunan dawai indah diri, isi gegap gempita orkestra kehidupan, nada merdu pagelaran kehidupan ceria. semoga kesehatan isi indahnya alunan nada, ntarkan lagu sukses panggung kebahagiaan kehidupan selamat milad oom barakallahu fii umriik"
happy,"2 lip palette wardah, awet banget. kehidupan percintaanku seawet"
anger,.... bilang hakim artidjo malaikat... ya bukan.... hakim artidjo berdasar fakta2 persidangan buta korupsi bukti2nya.... malaikat doy
anger,kejelasan uang saya..dan langkah2nya nasabah memiliki problem ini..sudah loh..tolong bank mandiri kantor cabang sabang jakarta pusat
anger,gila ya perempuan pikirannya nyinyirin. lho korban sexual harassment berani speak up bunuh diri.
love,"gadis dewasa pergi kuliah kota lain, papa melepasmu bandara. tahukah badan papa kaku memelukmu? papa tersenyun nasihat menyuruhmu berhati-hati."
sadness,"sampaj kampung halaman, pangumbaraan hehehehe @ rm. ikan bakar pangandaran jl. yos sudarso"
anger,"marbot masjid semester : ""sahuuuur..!! sahuuur..! sahuuuuur...! buruan sahur...woy... ! skripsi tuh dilanjutin... diliat-liatin aja... niat lulus gak.. via vallen kampret ahhh...?!"
happy,hamil abang! hamil setan? hamil abang! hamil siluman?~~ playlist keputer radio mobil pagi berangkat school haha #hamilsamasetan
sadness,"orang beda"" kerja gini target.krna keluarga sdrhana .. pemasukan catat n beli.sisanya dtabung.sdh niat brhnti ada"" cobaan'"
love,"dibalik kecemburuan,terselip kasih sayang dalam. itu,cemburu hubungan,tetapi kadar wajar tentunya:)"
anger,"ngapain repot2 cari jawaban. tidak, dijelasin macem2. orang benci tertutup mata telinga. urusan repot"
anger,"gimana ya ngerubah instagram story viewers? toxic people urutan -_- buka ignya aja, -_-"
sadness,"ngatain perempuan, memutus rantai julit susah owislah~~ ibarate sego uwis dadi bubur~ flying money money"
sadness,"sedih ya baca ini? kabar ibu2 fokus urus anak ibadah, duit ngepas budget beli bedak doang, badan melar ngabisin makan anak2 sayang uangnya smp dibuang. pantes dicintai suami"
sadness,"langsung diomongin ""selak tua"" ""cari uang ya bareng bareng suami"" ""itu mama mu gendong cucu"" ""belajar pas berkeluarga, tau"" ""itu si anu una unu nikah"" ""itu si bla beli blu anaknya 2"" hmm yha. mlipir."
fear,menyeramkan grup keluarga isinya sharing2 hadist & ayat al-qur'an grup lingkungan paroki gereja.... seram salah reply
sadness,"ngeluh, protes hidup (and every problem in it) malu too many blessings kelewat disyukurin"
happy,"bicara kiya dek, doain mama ya dek, blablabla. dek kiya bantu doa ya. *manggut-manggut, senyum"". tulus mukanya. ngerti dimaksud, bilang doain ya dek senyum"" peluk."
anger,partai merah ideologi dasarnya mengakui akherat.masih sejalan pancasila kah?.yak prof mnjelaskannya.sila nyambung partai merah.
anger,"budayakan mencari membaca ya. berkali2 kok. diatur/gaada ketentuan khusus, pakai"
fear,"/rlt guys nanya. bingung, ketrima u'p'n vj un air. suka jurusan pn anak daerah, takut jkt. un air dibayar. mohon sarannya."
happy,"persahabatan filosopi, memiliki nilai hidup. tetapi, nilai kelangsungan hidup happy friendship day"
anger,"namanya pelecehan, apapun pelecehan, beda takaran/ ukuran balikin person nya. general pendapat pelecehan sama, sentuhan fisik perkataan."
happy,titip salam masbro shooting bawa bambu ya ganjel biar ngejoprak #inisahurtiketcomharike20
happy,"mencium bau tanah kering abis kesiram air ujan definisi kebahagiaan tersendiri. alhamdulillah hujan, sebentar ini."
anger,kos pelitnya meninggal. meja dipakai nongkrong lagi. yaelah pak..ngerti ngapah duit pas-pasan?!
fear,"suntik campak gitu. tau, pas pipis. pas kelas sengaja liat orang bawa kotak2 gitu. pikir suntik, takut. yaudah tahunya lari duluan. teriak suntik suntik!!"
sadness,"modern gaya hidupmu, produksi sampah plastik. believe it or not. coba sehari makan, sedotan, gelas plastik, plastik makanan buang ?? #harilingkunganhidupsedunia"
fear,"demi. nyaman kamar sendiri, pintu kaya bolak :( nelp nyokap takut dikatain banci :"""""""""""""""""""""""" help help"
happy,"shawn mendes pas nyanyi liat orangnya, bikin mesem2 gegara suaranya enak aja. pas liat orangnya... ya gini deh..."
love,"fokus 'iya sayang, iya iya i cinta you too, tertawa terus, malu malu cantik'"
happy,mengaturkan kesuwun se-tinggi2nya pakjokowi n kabinet kinerja super kemakmuran rakyat
happy,"terima kasih tertawa semoga amal soleh dibulan mulia, hambanya tertawa bahagia"
fear,"ngeri banget! nenek mendengar suara lantainya, dibuka bener-bener bikin kaget nenek petugas membukanya.."
fear,"liat abang digituin teman pas kuliah :"" niatnya perbanyak teman takut benar-benar takut :("
sadness,"helloo, liburan liburan... kerja teyuss, lebaran on teyus liburan sekolah selesai elisoulea . . . . . #kapanliburanlagi"
anger,"laporan min? uang transfer kepotong 5 juta, tolong balikan atm aja, uangnya tambahan biaya pengobatan, no laporan 11641708513"
love,"selamat malam, sayang lupa ingatan, lupakan mantan gimana? lupa nafas, namaku boleh~ lupa minum air putih, me-rasa menguras tenaga selamat malam"
fear,"pernyataan sandi waras mas gun. radikalisme dibanding elektion bnykn muntah dengar statemen sandi. kali oke. pintar bikin statement, aksi. ekse"
happy,"kakak orang jago makan pedes. musim ayam geprek gepuk pastimintanya pedes. kemarin siang gofood oke cis (ayam geprek ria ricis), enak. malamnya beli makan tempat."
happy,"iyeee bik, joke receh masalah, bikin stress hilang, coba instagram, aduh maha netijen komenannya ?"
sadness,k-netz gitu. ngebash suka pakai mikir deh :(
love,sayangkuuuu manusia ternormal disiniiii! makasih ucapannya makasih ya bange gabung oa ecek ecek pokoknya sayang banget! i cinta you
love,"sayang deh kalian. ("": ya."
fear,"besok kerja yaampun, dag dig dug takut susah bangun kerja jam 6 pagi, bikin alarm kaya gini takut bangun pffft."
anger,"penipu ,kasihan ibukota negara pimpin mereka2 haus jabatan mementingkan rakyatnya ,,,tai"
anger,tolong akun masuk aplikasi my indihome .setiap kali masuk kode verifikasi nomer no blokir telkomsel .tolong mohon bantu
anger,"tertarik? enak loh gajinya besar, tunjangan, uang pensiun dll. munafik sih? ahh bodoh orang. dong??"
sadness,"sadarkah hati papa cemburu? dipercaya, papa melonggarkan peraturan rumah, memaksa untum melanggar jam malamnya."
happy,"mahasiswa teknik ui nembak pacarnya pas sahur kukusan teknik depok, diliput kru cinta (dan pacaran mereka). nikah anak. diceritain laman ui shitposting/divarposting juga."
anger,"looh, merendahkan semangat perlindungan perempuan sih? cewek kudu galak laki2 kek gitu! block udah..ngapain share2 indonesia"
sadness,malam gini otak hati empty bgt. saking emptynya ngejurnaling kepatah hatian. eleuh eleuh luka dibanggain muluk sik neng
anger,"menyalahkan siapa-siapa, keburukan menimpa kebodohan kesalahan sendiri. penghinaan, peringatan keras kedepan cerdas,"
love,"keberanian terbesar laki-laki berani rumah gadis disukainya, duduk berhadapan langsung suguhan #kopi"
sadness,"enam dikota ketiga, mulah lelahnya kaki kangennya ngeliat mama :/ hmm lupa abon dibekelin kaga makan :d"
fear,"deg-degan sebenernya, terjun kelas jenjangnya sebelumnya. apalgi sekolah takutin siswa2nyaaa... takut? iya. jalan kembali."
happy,"bentar bung. terbahak-bahak dulu. hahahahaha gempa lokal bung, potensi tsunaminya tsunami lokal. risau."
happy,"buka facebook, homepage penuh politik.. buka ig, liat muka orang gitu2 aja.. buka twitter, ketawa2 baca twit orang..hahahahaa"
love,mengejutkan merenungkan tersadar cinta ekspektasi bentuk cinta tingkatan tinggi. mengapa? krena cinta ekspektasi bentuk kepasrahan total ilahi.
sadness,kenangan mamita . . . . . . #andrebarabere #juliaperrez #juliaperez #jupenizer #lll #lfl #tflers #likeforlike #sick #jupe #meninggal #rip #ripjupe #cecepy #cirebon
fear,"sd ba'da isya, pulang ngaji berlima temen-temen, dipertigaan ibu-ibu pakai baju putih panjang, mukanya ketutupan rambut gendong bayi. disamperin, pas jalan takut ag"
love,"baby you came. capai ya sayang? ""sedikit, sebanding kehilangan kamu"" /flat face ""cium dong"""
love,"bapa surgawi diam menunggu berdoa benar. kepada-nya kebutuhan kita, memahami menerima kasih."
sadness,"merasakan nih benar-benar duit dompet tinggal 4rb doang, atm tinggal diambil saldo cukup. benar-benar miskin yawlaaaa"
happy,"habis nonton #aquietplace seru. heningnya bikin ketegangan meningkat. momen tutup mulut bersuara. endingnya bodoamat yaa #hereditary wk. oya, saran nih mbake, bikin rumah deket air teejun wae"
fear,"salah mending anak. suka anak lucu aja. ya dikasih makan, anak anak ya..."
anger,"biji nolak, imam mata duitan percaya nolak?? mata duitan mesum pula, gigit jari pendukungnya tolol"
happy,"menyembuhkan sakit mesti pakai obat ya kek gini, flu bersin demam order es krim malam. anak kampus bilang sih bm terpenuhi"
happy,selamat siang sahabat pos. kiriman diterima ya sahabat. terima kasih mempercayakan layanan :) ^fd
love,romantis manis manis dilakuin orang tg sayang. senang berbunga bunga wkwk. ribuan kupu kupu terbang dii perut ngeromantisin gitu.
anger,pindah gedung bukanya pelayanan makin. waktuku antri yah. kerjaan yah. buset buset
sadness,lho mengiris hatiku!! tega buang sampah plastik sembarangan? males mengurangi pemakaian plastik kresek & plastik kemasan lain? #bijakberplastik
happy,#happyjendeukieday happy birthday semoga cantik sayang eonnie yhaa! i cinta yu
happy,"via nulis dude dude pemain bola twitter receh, ig receh, kelen kembalian mini market, recehhhhh."
happy,"morningside - fazerdaze (2017) lagu2nya enaq didengarkan pas halodo alias summer jam 10 pagi sepedaan. enak didengarkan pas mood bagus2nya + bikin semangats. suka lucky girl, little uneasy, misread, jennifer bedroom talks"
happy,"mas metal, program anak muda zaman now anak muda kreatif terbuka"
happy,orang ajaib sih..tadi becandaan receh dia. nyeletuk bicara tau2 ngakak. kaget saya. seneng.
love,"cinta membuka pintu maaf hilaf, cinta lentera dikala dunia gelap, jagalah cinta matamu terlelap."
love,ummat tgb kami. pelosok negeri. berteriak berjanji. berharap. deklarasi. engkau tgb sudi. pemimpin kami. tahu. engkau pemimpin amanah. kerna lihat engkau imam ummat. #tgbharapan2019
happy,"lupa bermain sibuk berfikir, hasil eksekusi pikiran kemana gimana apa? . selamat selasa, semoga"
love,"hati dipenuhi cinta kau. biar tuhan mendengarkan engkaulah pendamping ku kelak, dunia, pendamping ku akhirat"
happy,habis urus plat sepeda motor. pemandangan menarik. kebanyakan owner sepeda motor = pria sebaya ( bapak2/ 45 atas)secara diurus ownernya. hmmm emak2 suka motoran rata2 hak pakai wkwkwk *sendirian - bapak.
fear,"pengalamanku minim takut orang2 percaya duluan. semester atas, pas oprec wawancara anak 2016, angkata bawah. suka minder :( waah ya mutualan yuu butuh positive people sep"
anger,"sih susahnya mengapresiasi dilakuin oranglain kasih hak nya waktu, gapnya kebutuhan kali ya?giliran kerjaan no 1 ijin/libur ae dihajar trs! ketjewalah saya:(:("
sadness,tidak-ngumpul hahaha oke jadwal nih kendala :p
love,"move on mengajarkan tulus memaafkan, merelakan pergi. mungkin, move on menyadarkan cinta sesunguhnya cinta penuh ekspektasi, cinta ekspektasi."
anger,"goblok2 bos diketawain kirik...nu nahdlotul ulama kyai staquf pengurus nu,cebong benci islam?helloooo...cebong"
fear,"#ygl takut perasaan mendalam bersama, semenjak hati menunggumu hyung. takut."
sadness,"aa, maapin neng suka bicara kasar ma aa"
love,"mencintaimu setulus hati, mengarungi lautan cinta suci. menduakanmu terpisah jarak perbedaan."
love,"kenapa, sang pencipta. mengunjungimu wukir mahendraku."
sadness,"3 aing pusing gegara skripsi, kudu mikir proposal lagi. liburan, barusan liburan. sambat, apa-apa twitter."
anger,ceritanya mending diam sok bikin asumsi giliran ditegor bilang bercanda giliran didiemin ngelunjak ditonjok ?
happy,"appreciate bicara publik gini. disaat cewek mengalami memilih diam takut (girls.. i feel u). seberani via vallen lebih, 'mereka' menjadi. :))"
anger,"elu teh, berasumsi guw mah kacang kulit, maksudnya hayo? maksud loooo"
sadness,"sesungguhnya situ, dibunderin ijo2, close friends alias curhat isinya twitter invisible"
fear,"kayak mkin harga segitu om..gw range 15jt an, 20. habis liat reviewnya gadgetin..dan peminatnya mkin sedikit..lagian game2 mobile bagus dihitung jari..org normal mending beli ps4 build"
fear,"senin qerja lembur quda. hati hati gaes, pengendara motor cek helm nya serangga laba - laba kecoa"
happy,"#mobilelegendsbangbangid main brawl langsung ""chang'e"" memimpin top kill mvp hero ggwp, hero normal server top top hero mage role kesukaan hero tank. sukanya skill-2 nya loh.. buff deh"
fear,"saking mikir, pikiran gue, takut sakit hati, in the end menyakiti sendiri."
happy,"berasa baca novel, sejenis novel dee lestari, informasi riil. kisah nyata cacat hukum."
fear,"/rlt/ saran dong, akukan pesan sepatu po datengnya seminggu 2minggu sebulan sepatunya dateng22. yaa bayar sih cumakan sepatunya pake. enaknya gimana penjual? pesan takut sepatunya dateng."
happy,gakenal wkwk jelek mel samping si wkwk new avatar ) wkwk
sadness,"kos liat sinetron ruang tengah. bule bilang ""nangis-nangis terus, indonesia bikin film nangis-nangis terus"" emmm kira2?"
love,"malam berbaring rumput merenung langit menikmati tenang ditemani bunyian alam indah aneh, percakapn sedar tenggelam cinta menikmati"
happy,"bahaha.. kasir after me. ngangkat keresek belanjaanku, sempet liat mas nya nyodorin barang belanjaannya"
fear,"merasakan cinta terindah..? ketahuilah tiada cinta indah cinta kekasih, sayyidina muhammad saw.. bibir bershalawat beliau, hatipun bergetar terpapar cinta bertepi sang nabi kita, tulus, suci & lekang kiamat"
sadness,"lihat presiden sendiri, wow cepat ya, pilpres lagi. kayaknya doi kepilih. liat presiden us, the world is running at a snail pace. 1,5th doi ngejabat. like wtf."
love,"beranjak remaja. kamh menuntut papa izin malan, papa bersikap mengatakan, ""tidak boleh!"" tahukah papa menjagamu? papa, sangat-sangat berharga."
happy,"liat lokasi filmnya kayaknya irish gitu, say. bagus scenery ireland london. london mah henson bett"
happy,"manfaatin sebaik-baiknya. pulang waktu, ya pulang, biar buka rumah barang keluarga. dikerjain, ya cepat tidur, begadang gajelas."
happy,"self titled - bin idris (2016) mas haikal cs jago bikin ambience nada sigmun, album kaget lagu2nya ambience mv nya benar-benar persis bayangin pas dengar lagunya. keren. suka lagu wangi, calm water, rebahan"
happy,"pulang jember, mcd ada, perdonat-donatan ada, perkopi-kopian ada, nelongso, jank jank, mi setan juga. how fast my lil town grow sense nya pas pulang kampung kecuali to meet some old friends and family."
happy,jaman sd kelas 3-4an. pulang sekolah mampir rumahnya main nonton meteor garden mamahnya. mandi makan juga. pulang telepon mamah. haha.
love,"sayang sm, ya habisnya temu jaemin. coba jaemin rekrut, menikmati senyumnya indah. ciaaaaaaaaa"
anger,besok pagi2 tangsel-bogor.. (lagi) ngtap pakai emoney etc. (lagi) pakai antri beli tiket kertas (lagi) besok senin
fear,"dunia maya... liat ig, ngeri euy videonya... ngedamprat ceweknya badannya gede gempal diseruduk ngelawan"
fear,"hidup gunanya ? ingat, diciptakan tujuan. milik barang titipan dikembalikan. agama tuntunan membantu mencapai tujuan #ramadan"
love,"teman dekat, sahabat akrab, anggap saudara perempuanku, kali lihat membuka mata *alay ya ce wkwk* , berbagi duka"
happy,"setuju, ajarkan kedamaian pemahaman isalam agama sempurna mengatur hidup dunia akhirat. adab individu, masyarakat bernegara. allahu a'lam"
love,"sayang seseorang,mqu nunggu 4 tahun?kasih alasan susah jatuh hati ya"
happy,"#oldmoneygakngerasain pas istirahat jajan , main bekal kelas main benteng-bentengan lapangan haha btw i miss about it"
